법령명한글,공포번호
공항소음 방지 및 소음대책지역 지원에 관한 법률,19672
공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,34199
공항소음 방지 및 소음대책지역 지원에 관한 법률 시행규칙,00917
공항시설관리권등록령,31380
공항시설관리권 등록령 시행규칙,00001
공항시설법,19987
공항시설법 시행령,34369
공항시설법 시행규칙,01264
공항에서의 귀빈 예우에 관한 규칙,00414
공휴일에 관한 법률,18291
과거사 관련 권고사항 처리 등에 관한 규정,33708
과세자료의 제출 및 관리에 관한 법률,17648
과세자료의 제출 및 관리에 관한 법률 시행령,34276
과세자료의 제출 및 관리에 관한 법률 시행규칙,01043
과태료 체납자에 대한 감치의 재판에 관한 규칙,02176
과학관의 설립ㆍ운영 및 육성에 관한 법률,20353
과학관의 설립ㆍ운영 및 육성에 관한 법률 시행령,32868
과학관의 설립ㆍ운영 및 육성에 관한 법률 시행규칙,00107
과학기술기본법,19574
과학기술기본법 시행령,34108
과학기술기본법 시행규칙,00001
과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률,20144
과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률 시행령,32447
과학기술유공자 예우 및 지원에 관한 법률,15344
과학기술유공자 예우 및 지원에 관한 법률 시행령,33112
과학기술인공제회법,18070
과학기술인공제회 퇴직연금급여사업 등 운영규칙,00001
과학기술정보통신부 소관 비상대비에 관한 법률 시행규칙,00118
과학기술정보통신부 소관 비영리법인의 설립 및 감독에 관한 규칙,00001
과학기술정보통신부와 그 소속기관 직제,34367
과학기술정보통신부와 그 소속기관 직제 시행규칙,00127
과학ㆍ수학ㆍ정보 교육 진흥법,14903
과학ㆍ수학ㆍ정보 교육 진흥법 시행령,28798
과학영재선발위원회규칙,00001
관공서의 공휴일에 관한 규정,33448
관광기본법,17703
관광진흥개발기금법,19592
관광진흥개발기금법 시행령,31543
관광진흥개발기금법 시행규칙,00064
관광진흥법,19793
관광진흥법 시행령,34533
관광진흥법 시행규칙,00555
관보규정,32992
관보규정 시행규칙,00358
관상어산업의 육성 및 지원에 관한 법률,17020
관상어산업의 육성 및 지원에 관한 법률 시행령,34085
관상어산업의 육성 및 지원에 관한 법률 시행규칙,00180
관세법,19924
관세법 시행령,34468
관세법 시행규칙,01057
관세법 제68조에 따른 특별긴급관세 부과에 관한 규칙,01029
관세법 제69조에 따른 조정관세의 적용에 관한 규정,34022
관세법 제71조에 따른 할당관세의 적용에 관한 규정,34501
관세법제7조제3항의규정에의한안료색소의관세율변경에관한규정,12347
관세법 제85조에 따른 품목분류의 적용기준에 관한 규칙,00884
관세사법,18722
관세사법 시행령,33565
관세사법 시행규칙,01006
관세청과 그 소속기관 직제,34244
관세청과 그 소속기관 직제 시행규칙,01039
광산안전법,18810
광산안전법 시행령,31961
광산안전법 시행규칙,00502
광산피해의 방지 및 복구에 관한 법률,18270
광산피해의 방지 및 복구에 관한 법률 시행령,33646
광산피해의 방지 및 복구에 관한 법률 시행규칙,00470
광업등록령,26188
광업등록령 시행규칙,00196
광업법,19117
광업법 시행령,28179
광업법 시행규칙,00454
광업ㆍ제조업조사 규칙,00868
광융합기술 개발 및 기반조성 지원에 관한 법률,15506
광융합기술 개발 및 기반조성 지원에 관한 법률 시행령,31931
광주과학기술원법,20146
광주과학기술원법 시행령,34104
광주광역시 서구와 남구의 관할구역 변경에 관한 규정,28868
광주 군 공항 이전 및 종전부지 개발 등에 관한 특별법,19397
광주 군 공항 이전 및 종전부지 개발 등에 관한 특별법 시행령,33667
교과용도서에 관한 규정,33829
교도관직무규칙,01045
교도작업의 운영 및 특별회계에 관한 법률,11727
교도작업의 운영 및 특별회계에 관한 법률 시행령,22282
교도작업의 운영 및 특별회계에 관한 법률 시행규칙,00855
교사임용후보자명부작성규칙,00839
교섭단체 정책연구위원 임용 등에 관한 규칙,00218
교원 등의 연수에 관한 규정,31359
교원 등의 연수에 관한 규정 시행규칙,00265
교원소청에 관한 규정,32013
교원의 노동조합 설립 및 운영 등에 관한 법률,18924
교원의 노동조합 설립 및 운영 등에 관한 법률 시행령,33904
교원의 노동조합 설립 및 운영 등에 관한 법률 시행규칙,00327
교원의 지위 향상 및 교육활동 보호를 위한 특별법,19735
교원의 지위 향상 및 교육활동 보호를 위한 특별법 시행령,34326
교원자격검정령,34157
교원자격검정령 시행규칙,00319
교원 지위 향상을 위한 교섭ㆍ협의에 관한 규정,29950
교육감선거 관리규칙,00573
교육감 소속 지방공무원 인사교류 규칙,00001
교육감 소속 지방공무원 인사기록ㆍ통계 및 인사사무 처리 규칙,00235
교육감 소속 지방공무원 평정규칙,00320
교육감이 고등학교의 입학전형을 실시하는 지역에 관한 규칙,00900
교육공무원법,19341
교육공무원 승진규정,33528
교육공무원 인사기록 및 인사사무 처리 규칙,00285
교육공무원 인사위원회 규정,24548
교육공무원임용령,34301
교육공무원 임용후보자 선정경쟁시험규칙,00296
교육공무원 징계령,33803
교육공무원 징계양정 등에 관한 규칙,00293
교육관련기관의 정보공개에 관한 특례법,18298
교육관련기관의 정보공개에 관한 특례법 시행령,34023
교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법,17954
교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법 시행령,32018
교육기본법,19736
교육부 소관 비영리법인의 설립 및 감독에 관한 규칙,00329
교육부와 그 소속기관 직제,34350
교육부와 그 소속기관 직제 시행규칙,00325
교육비특별회계 회계기준에 관한 규칙,00299
교육ㆍ사회 및 문화 관계장관회의 규정,33876
교육세법,19925
교육세법 시행령,34274
교육시설 등의 안전 및 유지관리 등에 관한 법률,18635
교육시설 등의 안전 및 유지관리 등에 관한 법률 시행령,33112
교육시설 등의 안전 및 유지관리 등에 관한 법률 시행규칙,00271
교육환경 보호에 관한 법률,20182
교육환경 보호에 관한 법률 시행령,33004
교육환경 보호에 관한 법률 시행규칙,00265
교정공무원 복제규칙,01069
교정공제회법,17501
교정직공무원 승진임용 규정,30602
교정직공무원 임용시험의 체력검사에 관한 규칙,00856
교통사고처리 특례법,14277
교통사고처리 특례법 시행령,31380
교통시설특별회계법,18629
교통시설특별회계법 시행규칙,00268
교통안전법,19374
교통안전법 시행령,34403
교통안전법 시행규칙,01232
교통약자의 이동편의 증진법,19674
교통약자의 이동편의 증진법 시행령,34323
교통약자의 이동편의 증진법 시행규칙,01300
교통ㆍ에너지ㆍ환경세법,18974
교통ㆍ에너지ㆍ환경세법 시행령,34454
교통ㆍ에너지ㆍ환경세법 시행규칙,00972
구강보건법,19292
구강보건법 시행령,31013
구강보건법 시행규칙,00935
구급차의 기준 및 응급환자이송업의 시설 등 기준에 관한 규칙,00539
구직자 취업촉진 및 생활안정지원에 관한 법률,19610
구직자 취업촉진 및 생활안정지원에 관한 법률 시행령,34195
구직자 취업촉진 및 생활안정지원에 관한 법률 시행규칙,00410
국가경찰과 자치경찰의 조직 및 운영에 관한 법률,19023
국가경찰과 자치경찰의 조직 및 운영에 관한 법률 제14조제10항에 따른 긴급하고 중요한 사건의 범위 등에 관한 규정,31350
국가경찰위원회 규정,33415
국가공간정보 기본법,20390
국가공간정보 기본법 시행령,34505
국가공간정보센터 운영규정,28211
국가공무원 등 직무발명의 처분ㆍ관리 및 보상 등에 관한 규정,32074
국가공무원 등 직무발명의 처분ㆍ관리 및 보상 등에 관한 규정 시행규칙,00432
국가공무원 명예퇴직수당 등 지급 규정,34084
국가공무원법,19341
국가공무원법제3조제3항의공무원의범위에관한규정,17663
국가공무원 복무규정,34381
국가공무원 복무규칙,01922
국가공무원총정원령,32142
국가과학기술 경쟁력 강화를 위한 이공계지원 특별법,18425
국가과학기술 경쟁력 강화를 위한 이공계지원 특별법 시행령,33692
국가과학기술자문회의법,18071
국가과학기술자문회의법 시행령,33621
국가관광전략회의의 구성 및 운영에 관한 규정,30186
국가교육위원회 설치 및 운영에 관한 법률,18298
국가교육위원회 설치 및 운영에 관한 법률 시행령,32627
국가교육위원회 직제,34035
국가기술자격법,18925
국가기술자격법 시행령,33760
국가기술자격법 시행규칙,00398
국가기술표준원 등의 시험ㆍ연구 및 기술지원 규칙,00448
국가를 당사자로 하는 계약에 관한 법률,19544
국가를 당사자로 하는 계약에 관한 법률 시행령,34494
국가를 당사자로 하는 계약에 관한 법률 시행규칙,01022
국가를 당사자로 하는 소송에 관한 법률,09359
국가를 당사자로 하는 소송에 관한 법률 시행령,31380
국가를 당사자로 하는 소송에 관한 법률 시행규칙,01022
국가를 당사자로 하는 소송의 수행자에 대한 포상금 지급 규칙,00762
국가배상법,14964
국가배상법 시행령,33834
국가배상법 시행규칙,01022
국가보안법,13722
국가보안유공자 상금지급 등에 관한 규정,33382
국가보안유공자상금지급등에관한규정제8조단서의규정에의한무기지정규칙,00226
국가보위에 관한 특별조치법 제5조제4항에 의한 동원대상지역 내의 토지의 수용ㆍ사용에 관한 특별조치령에 의하여 수용ㆍ사용된 토지의 정리에 관한 특별조치법,09401
국가보증채무 관리 규칙,00253
국가보훈 기본법,20278
국가보훈대상자 의료지원에 관한 규칙,00021
국가보훈부 소관 비영리법인의 설립 및 감독에 관한 규칙,00001
국가보훈부와 그 소속기관 직제,34334
국가보훈부와 그 소속기관 직제 시행규칙,00025
국가보훈위원회 규정,33382
국가안보실 직제,34126
국가안전보장회의법,12224
국가안전보장회의 운영 등에 관한 규정,34395
국가에 귀속하는 상속재산 이전에 관한 법률,09806
국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률,19782
국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률 시행령,32725
국가연구개발혁신법,19235
국가연구개발혁신법 시행령,34468
국가연구개발혁신법 시행규칙,00121
국가유공자 등 단체 설립에 관한 법률,19228
국가유공자 등 단체 설립에 관한 법률 시행령,32087
국가유공자 등 단체 설립에 관한 법률 시행규칙,00001
국가유공자 등 예우 및 지원에 관한 법률,20279
국가유공자 등 예우 및 지원에 관한 법률 시행령,34129
국가유공자 등 예우 및 지원에 관한 법률 시행규칙,00026
국가유공자 등의 명패 관리에 관한 규칙,00009
국가유산기본법,20309
국가유산기본법 시행령,34487
국가유산보호기금법,20309
국가유산보호기금법 시행령,34493
국가유산수리 등에 관한 법률,20309
국가유산수리 등에 관한 법률 시행령,34533
